Open,High,Low,Close,Volume,Dividends,Stock Splits
1304.699951171875,1306.0,1300.9000244140625,1303.199951171875,0,0.0,0.0
1302.4000244140625,1306.5999755859375,1300.5,1306.0999755859375,361029,0.0,0.0
1305.800048828125,1306.4000244140625,1302.699951171875,1306.4000244140625,105530,0.0,0.0
1306.5,1309.199951171875,1306.4000244140625,1309.0,130574,0.0,0.0
1308.9000244140625,1309.5999755859375,1303.9000244140625,1303.9000244140625,135610,0.0,0.0
1303.699951171875,1308.5999755859375,1303.0,1308.0,153952,0.0,0.0
1308.0,1308.0,1305.0999755859375,1305.0999755859375,42836,0.0,0.0
1305.5,1306.800048828125,1304.699951171875,1306.5,63020,0.0,0.0
1306.5,1306.800048828125,1306.0999755859375,1306.5,17934,0.0,0.0
1306.800048828125,1307.5,1306.199951171875,1306.699951171875,37915,0.0,0.0
1306.699951171875,1308.0,1306.199951171875,1307.9000244140625,33898,0.0,0.0
1307.9000244140625,1307.9000244140625,1306.199951171875,1306.5999755859375,25229,0.0,0.0
1306.5999755859375,1307.0,1305.199951171875,1305.9000244140625,41048,0.0,0.0
1307.0999755859375,1307.0999755859375,1305.0999755859375,1306.800048828125,43071,0.0,0.0
1306.9000244140625,1306.9000244140625,1306.0,1306.4000244140625,18305,0.0,0.0
1306.5,1306.9000244140625,1305.800048828125,1305.800048828125,29267,0.0,0.0
1306.4000244140625,1306.800048828125,1305.0999755859375,1305.699951171875,30979,0.0,0.0
1305.9000244140625,1306.199951171875,1305.0999755859375,1305.300048828125,24649,0.0,0.0
1305.4000244140625,1305.5999755859375,1304.300048828125,1305.0,53135,0.0,0.0
1305.0,1305.0,1304.199951171875,1304.699951171875,14357,0.0,0.0
1305.0,1305.300048828125,1305.0,1305.300048828125,14883,0.0,0.0
1305.5,1306.5,1305.5,1306.5,17516,0.0,0.0
1306.5999755859375,1307.0,1306.5999755859375,1306.800048828125,14376,0.0,0.0
1306.800048828125,1306.9000244140625,1306.0,1306.0,26007,0.0,0.0
1305.699951171875,1306.0999755859375,1305.0,1305.0,16789,0.0,0.0
1305.4000244140625,1305.4000244140625,1304.699951171875,1304.699951171875,24093,0.0,0.0
1304.9000244140625,1305.5999755859375,1304.800048828125,1305.5,11252,0.0,0.0
1305.5999755859375,1305.9000244140625,1305.5999755859375,1305.9000244140625,9309,0.0,0.0
1306.0999755859375,1306.699951171875,1305.9000244140625,1306.5,16392,0.0,0.0
1306.699951171875,1307.0,1306.300048828125,1306.5,17119,0.0,0.0
1307.0,1307.199951171875,1306.800048828125,1307.199951171875,16037,0.0,0.0
1307.199951171875,1307.199951171875,1306.5,1306.800048828125,27641,0.0,0.0
1306.5,1306.699951171875,1306.0,1306.199951171875,18379,0.0,0.0
1306.4000244140625,1306.4000244140625,1306.0999755859375,1306.4000244140625,12996,0.0,0.0
1306.699951171875,1306.800048828125,1306.300048828125,1306.300048828125,13885,0.0,0.0
1306.800048828125,1306.800048828125,1306.0,1306.0999755859375,13855,0.0,0.0
1306.0999755859375,1306.4000244140625,1306.0,1306.300048828125,9186,0.0,0.0
1306.0,1306.5,1306.0,1306.0999755859375,11087,0.0,0.0
1306.199951171875,1306.5,1306.0,1306.4000244140625,13984,0.0,0.0
1306.4000244140625,1306.800048828125,1306.0999755859375,1306.5,21066,0.0,0.0
1306.9000244140625,1308.5,1306.5,1308.5,26774,0.0,0.0
1308.9000244140625,1308.9000244140625,1307.800048828125,1308.5,77780,0.0,0.0
1308.699951171875,1310.800048828125,1308.699951171875,1308.9000244140625,102855,0.0,0.0
1309.199951171875,1309.300048828125,1308.4000244140625,1308.699951171875,85711,0.0,0.0
1308.5999755859375,1308.9000244140625,1308.4000244140625,1308.800048828125,39452,0.0,0.0
1308.5999755859375,1309.699951171875,1308.199951171875,1309.0999755859375,59037,0.0,0.0
1309.0999755859375,1310.0,1308.4000244140625,1309.699951171875,83594,0.0,0.0
1309.9000244140625,1310.800048828125,1308.800048828125,1309.0999755859375,27356,0.0,0.0
1309.4000244140625,1309.800048828125,1308.9000244140625,1309.0,9180,0.0,0.0
1308.9000244140625,1309.699951171875,1308.5999755859375,1308.9000244140625,16008,0.0,0.0
1308.800048828125,1309.199951171875,1308.5999755859375,1309.199951171875,15825,0.0,0.0
1309.199951171875,1309.699951171875,1308.699951171875,1309.5999755859375,23168,0.0,0.0
1309.800048828125,1310.300048828125,1309.800048828125,1310.300048828125,16267,0.0,0.0
1310.300048828125,1310.4000244140625,1309.300048828125,1309.5999755859375,19348,0.0,0.0
1309.5999755859375,1309.800048828125,1308.9000244140625,1309.5999755859375,31317,0.0,0.0
1309.5999755859375,1309.699951171875,1308.800048828125,1309.199951171875,26994,0.0,0.0
1309.5999755859375,1309.9000244140625,1307.5,1307.9000244140625,70470,0.0,0.0
1307.9000244140625,1308.0999755859375,1307.0999755859375,1307.5,29987,0.0,0.0
1307.9000244140625,1308.0999755859375,1307.4000244140625,1307.5999755859375,17485,0.0,0.0
1307.5999755859375,1307.9000244140625,1307.0999755859375,1307.5999755859375,12763,0.0,0.0
1307.5999755859375,1307.800048828125,1307.199951171875,1307.4000244140625,16502,0.0,0.0
1307.4000244140625,1307.5,1306.0999755859375,1306.5,35742,0.0,0.0
1306.5,1306.5,1306.0999755859375,1306.5,15488,0.0,0.0
1306.5,1307.0,1306.0999755859375,1307.0,20946,0.0,0.0
1307.0,1307.0,1305.5999755859375,1305.699951171875,36404,0.0,0.0
1306.0,1307.4000244140625,1305.800048828125,1307.0,46636,0.0,0.0
1306.9000244140625,1307.5999755859375,1306.5999755859375,1306.800048828125,35089,0.0,0.0
1307.0,1307.4000244140625,1305.800048828125,1306.199951171875,52072,0.0,0.0
1306.199951171875,1306.4000244140625,1305.699951171875,1306.0,17660,0.0,0.0
1306.4000244140625,1306.699951171875,1306.0,1306.699951171875,13513,0.0,0.0
1306.699951171875,1307.0999755859375,1306.0,1306.0999755859375,57520,0.0,0.0
1305.800048828125,1306.300048828125,1305.699951171875,1306.0,15438,0.0,0.0
1305.800048828125,1306.0999755859375,1305.5,1305.5,21414,0.0,0.0
1305.0,1305.9000244140625,1305.0,1305.4000244140625,37782,0.0,0.0
1305.199951171875,1305.699951171875,1305.199951171875,1305.300048828125,12493,0.0,0.0
1305.0999755859375,1305.300048828125,1304.4000244140625,1304.4000244140625,62548,0.0,0.0
1304.0,1304.800048828125,1304.0,1304.4000244140625,62299,0.0,0.0
1304.4000244140625,1304.4000244140625,1303.5,1304.0,34572,0.0,0.0
1303.5999755859375,1304.0,1302.699951171875,1302.9000244140625,56768,0.0,0.0
1303.300048828125,1303.4000244140625,1302.5,1302.699951171875,29859,0.0,0.0
1302.5999755859375,1303.5,1301.699951171875,1303.5,84446,0.0,0.0
1303.5,1304.5,1303.199951171875,1304.0,22107,0.0,0.0
1304.4000244140625,1304.4000244140625,1302.5,1302.800048828125,57571,0.0,0.0
1302.800048828125,1303.699951171875,1302.5999755859375,1303.5,22537,0.0,0.0
1303.5,1303.5,1303.0,1303.4000244140625,11378,0.0,0.0
1303.4000244140625,1303.699951171875,1303.0999755859375,1303.699951171875,17088,0.0,0.0
